Año,Fecha (dd/mm/aaaa),TRM,Día del mes,Mes,Id Mes
2021,2021-11-20,"3923,53",20,Noviembre,11
2021,2021-11-19,"3943,43",19,Noviembre,11
2021,2021-11-18,"3907,95",18,Noviembre,11
2021,2021-11-17,"3898,84",17,Noviembre,11
2021,2021-11-16,"3888,53",16,Noviembre,11
2021,2021-11-15,"3888,53",15,Noviembre,11
2021,2021-11-14,"3888,53",14,Noviembre,11
2021,2021-11-13,"3888,53",13,Noviembre,11
2021,2021-11-12,"3875,38",12,Noviembre,11
2021,2021-11-11,"3875,38",11,Noviembre,11
2021,2021-11-10,"3876,86",10,Noviembre,11
2021,2021-11-09,"3874,41",9,Noviembre,11
2021,2021-11-08,"3881,76",8,Noviembre,11
2021,2021-11-07,"3881,76",7,Noviembre,11
2021,2021-11-06,"3881,76",6,Noviembre,11
2021,2021-11-05,"3847,4",5,Noviembre,11
2021,2021-11-04,"3837,84",4,Noviembre,11
2021,2021-11-03,"3778,69",3,Noviembre,11
2021,2021-11-02,"3784,44",2,Noviembre,11
2021,2021-11-01,"3784,44",1,Noviembre,11
2021,2021-10-31,"3784,44",31,Octubre,10
